Event	ID	Name			Wwise Object Path	Notes
	583915	Footsteps_House			\Default Work Unit\Footsteps_House	
	85412153	Ambience			\Default Work Unit\Ambience	
	582824249	Leaves			\Default Work Unit\Leaves	
	692140126	Wind_Amb			\Default Work Unit\Wind_Amb	
	781042624	Landmark_House			\Default Work Unit\Landmark_House	
	1125500713	Intro			\Default Work Unit\Intro	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	2844289745	Landmark_Bones			\Default Work Unit\Landmark_Bones	
	3031295323	Danger_Wolves			\Default Work Unit\Danger_Wolves	
	3324770629	Wolves			\Default Work Unit\Wolves	
	3707096496	Landmark_Car2			\Default Work Unit\Landmark_Car2	
	3707096499	Landmark_Car1			\Default Work Unit\Landmark_Car1	
	3820402890	Leaves_Rustling			\Default Work Unit\Leaves_Rustling	
	4005498634	Event_Tone4			\Default Work Unit\Event_Tone4	
	4005498636	Event_Tone2			\Default Work Unit\Event_Tone2	
	4005498637	Event_Tone3			\Default Work Unit\Event_Tone3	
	4005498639	Event_Tone1			\Default Work Unit\Event_Tone1	
	4037596540	Landmark_Dumpster2			\Default Work Unit\Landmark_Dumpster2	
	4037596543	Landmark_Dumpster1			\Default Work Unit\Landmark_Dumpster1	

Switch Group	ID	Name			Wwise Object Path	Notes
	442453602	Footstep_Switch			\Default Work Unit\Footstep_Switch	

Switch	ID	Name	Switch Group			Notes
	438105790	Outside	Footstep_Switch			
	3553349781	Inside	Footstep_Switch			

Game Parameter	ID	Name			Wwise Object Path	Notes
	247465997	EventVolume			\Default Work Unit\EventVolume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	27627867	LeavesRustle4	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\LeavesRustle4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Leaves_Rustle\LeavesRustle4		629964
	215410862	Winds Edit mix-02	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\Winds Edit mix-02_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Winds Edit mix-02		59270464
	255427415	LANDMARK Car - No House	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\LANDMARK Car - No House_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\LANDMARK Car - No House		2125728
	287511735	Intro	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\Intro_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Intro		8904034
	316638347	LeavesCrunch 6106_69_3	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\LeavesCrunch 6106_69_3_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Leaves\LeavesCrunch 6106_69_3		229440
	351585496	AnimalWolves 6003_99_1	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\AnimalWolves 6003_99_1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Wolf Howl\AnimalWolves 6003_99_1		1650752
	358290891	LeavesCrunch 6106_69_1	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\LeavesCrunch 6106_69_1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Leaves\LeavesCrunch 6106_69_1		215104
	365497649	Event Tone 3	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\Event Tone 3_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Event Tone 3		1058464
	474922713	LANDMARK Dumpster - No House	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\LANDMARK Dumpster - No House_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\LANDMARK Dumpster - No House		1964070
	488000293	AnimalWolves 6003_99_2	Y:\CS190Project3\CS190Project3\CS190Project3_WwiseProject\.cache\Mac\SFX\AnimalWolves 6003_99_2_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Wolf Howl\AnimalWolves 6003_99_2		1198144
